category,segment-number,filename_quic,filename_tcp,current-bitrate_quic,current-bitrate_tcp,last-bitrate_quic,last-bitrate_tcp,rebuffering_quic,rebuffering_tcp,throughput_quic,throughput_tcp,bitrate-variation_quic,bitrate-variation_tcp,buffer-length_quic,buffer-length_tcp,dropped-frames_quic,dropped-frames_tcp,cpu-pressure_quic,cpu-pressure_tcp,memory-pressure_quic,memory-pressure_tcp,latency_quic,latency_tcp,Best
midband-drive,105,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,299800.408,499667.075,299800.408,499667.075,0.0,0.0,434515,631415,0.0,0.0,17.979,9.201,7,90,15.75,19.31,0.0,0.0,0.008,0.014,0
midband-drive,105,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,299800.408,399733.742,199867.075,399733.742,0.0,0.0,340029,483773,99933.333,0.0,17.306,8.607,0,159,15.22,16.95,0.0,0.0,0.0,0.01,0
midband-drive,105,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,399733.742,699533.742,399733.742,499667.075,0.0,0.0,458540,802935,0.0,199866.667,12.905,4.489,35,562,18.45,23.3,0.0,0.0,0.011,0.0,0
midband-drive,105,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,399733.742,599600.408,399733.742,599600.408,0.0,0.0,438468,790200,0.0,0.0,14.963,1.673,2,706,17.08,24.14,0.0,0.0,0.014,0.022,0
midband-drive,105,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,299800.408,499667.075,299800.408,499667.075,0.0,0.0,456487,781577,0.0,0.0,5.156,1.854,77,724,17.6,23.22,0.0,0.0,0.017,0.014,0
midband-drive,105,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,299800.408,699533.742,299800.408,699533.742,0.0,0.0,455699,829870,0.0,0.0,12.456,1.418,56,670,16.84,23.0,0.0,0.0,0.007,0.019,0
midband-drive,105,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,399733.742,599600.408,399733.742,599600.408,0.0,0.0,446486,801232,0.0,0.0,12.142,1.263,63,573,17.53,22.38,0.0,0.0,0.008,0.013,0
midband-drive,106,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,399733.742,399733.742,399733.742,399733.742,0.0,0.0,447205,548421,0.0,0.0,12.719,10.403,50,63,15.09,27.14,0.0,0.0,0.009,0.01,0
midband-drive,106,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,399733.742,399733.742,399733.742,399733.742,0.0,0.0,436409,524527,0.0,0.0,13.397,14.925,60,91,14.14,29.52,0.0,0.0,0.011,0.013,0
midband-drive,106,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,399733.742,399733.742,399733.742,399733.742,0.0,0.0,451009,466900,0.0,0.0,15.005,7.969,68,168,14.08,29.01,0.0,0.0,0.013,0.014,1
midband-drive,106,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,399733.742,399733.742,399733.742,399733.742,0.0,0.0,462468,508310,0.0,0.0,16.523,9.764,55,110,12.55,28.71,0.0,0.0,0.008,0.012,0
midband-drive,106,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,399733.742,399733.742,399733.742,399733.742,0.0,0.0,452678,554572,0.0,0.0,17.168,11.055,53,238,12.66,28.48,0.0,0.0,0.008,0.01,0
midband-drive,106,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,299800.408,499667.075,299800.408,499667.075,0.0,0.0,430899,588019,0.0,0.0,17.867,3.06,0,243,12.37,22.16,0.0,0.0,0.006,0.013,0
midband-drive,106,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,299800.408,499667.075,299800.408,399733.742,0.0,0.0,399371,560425,0.0,99933.333,17.894,17.917,43,228,13.43,28.25,0.0,0.0,0.006,0.0,0
midband-drive,106,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,299800.408,299800.408,299800.408,299800.408,0.0,0.0,413452,416324,0.0,0.0,17.803,16.64,0,40,13.48,22.36,0.01,0.0,0.013,0.02,1
midband-drive,106,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,399733.742,399733.742,399733.742,399733.742,0.0,0.0,447076,464076,0.0,0.0,16.848,11.818,30,404,14.25,28.75,0.02,0.0,0.012,0.018,1
midband-drive,106,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,399733.742,299800.408,399733.742,299800.408,0.0,0.0,446037,410796,0.0,0.0,16.165,16.298,69,78,13.37,25.47,0.0,0.0,0.013,0.011,1
midband-drive,106,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,299800.408,199867.075,299800.408,199867.075,0.0,0.0,438565,392899,0.0,0.0,17.581,6.537,0,90,13.03,26.18,0.0,0.0,0.011,0.01,1
midband-drive,106,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,299800.408,399733.742,299800.408,399733.742,0.0,0.0,438593,552863,0.0,0.0,17.808,1.662,4,163,12.25,24.59,0.0,0.0,0.01,0.027,0
midband-drive,106,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,199867.075,399733.742,199867.075,399733.742,0.0,0.0,251680,543119,0.0,0.0,10.953,1.807,0,180,16.31,26.76,0.0,0.0,0.009,0.052,0
midband-drive,106,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,299800.408,199867.075,299800.408,199867.075,0.0,0.0,405900,268505,0.0,0.0,17.894,9.699,4,42,17.01,17.72,0.0,0.0,0.008,0.066,1
midband-drive,106,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,299800.408,499667.075,299800.408,499667.075,0.0,0.0,417533,619071,0.0,0.0,17.557,10.199,0,135,15.98,19.89,0.0,0.0,0.007,0.012,0
midband-drive,106,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,199867.075,399733.742,199867.075,399733.742,0.0,0.0,253564,496726,0.0,0.0,17.685,17.612,0,6,15.94,17.62,0.0,0.0,0.012,0.008,0
midband-drive,106,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,299800.408,199867.075,299800.408,199867.075,0.0,0.0,427611,316714,0.0,0.0,17.977,10.477,21,119,16.18,19.27,0.0,0.0,0.01,0.008,1
midband-drive,106,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,299800.408,499667.075,299800.408,499667.075,0.0,0.0,392666,621436,0.0,0.0,17.987,6.764,10,95,16.1,19.03,0.0,0.0,0.01,0.013,0
midband-drive,106,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,199867.075,399733.742,199867.075,399733.742,0.0,0.0,325897,490868,0.0,0.0,17.715,17.793,13,10,16.73,17.64,0.0,0.0,0.009,0.013,0
midband-drive,106,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,299800.408,199867.075,299800.408,199867.075,0.0,0.0,275305,324430,0.0,0.0,16.29,12.018,74,24,16.2,17.49,0.0,0.0,0.011,0.014,0
midband-drive,106,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,299800.408,499667.075,299800.408,499667.075,0.0,0.0,430855,637822,0.0,0.0,17.824,9.2,7,90,15.83,19.69,0.0,0.0,0.011,0.007,0
midband-drive,106,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,299800.408,399733.742,299800.408,399733.742,0.0,0.0,344931,509001,0.0,0.0,17.368,8.823,0,159,15.05,16.85,0.0,0.0,0.005,0.011,0
midband-drive,106,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,399733.742,699533.742,399733.742,699533.742,0.0,0.0,468550,816237,0.0,0.0,12.908,4.298,35,562,18.4,23.09,0.0,0.0,0.007,0.008,0
midband-drive,106,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,399733.742,599600.408,399733.742,599600.408,0.0,0.0,448364,793604,0.0,0.0,14.81,1.647,2,710,17.04,24.07,0.0,0.0,0.006,0.054,0
midband-drive,106,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,299800.408,499667.075,299800.408,499667.075,0.0,0.0,456722,792446,0.0,0.0,5.448,2.249,77,724,17.6,23.22,0.0,0.0,0.016,0.033,0
midband-drive,106,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,299800.408,399733.742,299800.408,699533.742,0.0,0.0,449750,802604,0.0,-299800.0,12.793,0.578,56,676,16.87,23.1,0.0,0.0,0.014,0.0,0
midband-drive,106,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,399733.742,599600.408,399733.742,599600.408,0.0,0.0,453384,768506,0.0,0.0,12.066,1.33,63,580,17.39,22.86,0.0,0.0,0.019,0.013,0
midband-drive,107,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,399733.742,499667.075,399733.742,399733.742,0.0,0.0,444314,556711,0.0,99933.333,12.551,10.622,50,63,14.99,27.14,0.0,0.0,0.009,0.0,0
midband-drive,107,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,399733.742,399733.742,399733.742,399733.742,0.0,0.0,442387,520092,0.0,0.0,13.347,15.006,60,91,14.16,29.76,0.0,0.0,0.012,0.013,0
midband-drive,107,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,399733.742,399733.742,399733.742,399733.742,0.0,0.0,443670,453623,0.0,0.0,14.652,7.719,68,168,14.01,28.84,0.0,0.0,0.008,0.01,1
midband-drive,107,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,399733.742,399733.742,399733.742,399733.742,0.0,0.0,436724,448088,0.0,0.0,16.25,9.354,55,110,12.57,29.18,0.0,0.0,0.012,0.013,1
midband-drive,107,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,399733.742,399733.742,399733.742,399733.742,0.0,0.0,446975,550752,0.0,0.0,16.945,11.055,53,238,12.74,28.6,0.0,0.0,0.009,0.009,0
midband-drive,107,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,299800.408,499667.075,299800.408,499667.075,0.0,0.0,429291,566680,0.0,0.0,17.782,2.734,0,243,12.49,22.57,0.0,0.0,0.011,0.012,0
midband-drive,107,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,299800.408,499667.075,299800.408,499667.075,0.0,0.0,401659,571292,0.0,0.0,17.759,17.755,43,228,13.42,28.14,0.0,0.0,0.012,0.017,0
midband-drive,107,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,299800.408,299800.408,299800.408,299800.408,0.0,0.0,408793,455682,0.0,0.0,17.947,17.196,0,40,13.5,22.55,0.01,0.0,0.007,0.011,0
midband-drive,107,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,399733.742,399733.742,399733.742,399733.742,0.0,0.0,436403,476970,0.0,0.0,16.615,11.293,30,404,14.28,28.8,0.02,0.0,0.014,0.014,0
midband-drive,107,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,399733.742,299800.408,399733.742,299800.408,0.0,0.0,447289,426613,0.0,0.0,16.076,16.894,69,78,13.39,25.85,0.0,0.0,0.008,0.015,1
midband-drive,107,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,299800.408,199867.075,299800.408,199867.075,0.0,0.0,441820,400580,0.0,0.0,17.972,7.401,0,90,13.03,26.18,0.0,0.0,0.01,0.022,1
midband-drive,107,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,299800.408,399733.742,299800.408,399733.742,0.0,0.0,434548,552148,0.0,0.0,17.59,1.707,4,165,12.24,24.93,0.0,0.0,0.011,0.021,0
midband-drive,107,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,199867.075,399733.742,199867.075,399733.742,0.0,0.0,284466,540863,0.0,0.0,11.764,1.624,0,183,16.33,27.26,0.0,0.0,0.062,0.026,0
midband-drive,107,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,299800.408,199867.075,299800.408,199867.075,0.0,0.0,417139,285001,0.0,0.0,17.834,10.31,4,42,16.98,17.73,0.0,0.0,0.014,0.011,1
midband-drive,107,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,299800.408,499667.075,299800.408,499667.075,0.0,0.0,399541,623277,0.0,0.0,17.571,10.306,0,135,15.95,19.96,0.0,0.0,0.005,0.013,0
midband-drive,107,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,199867.075,399733.742,199867.075,399733.742,0.0,0.0,269427,496290,0.0,0.0,17.592,17.548,0,6,16.01,17.63,0.0,0.0,0.013,0.007,0
midband-drive,107,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,299800.408,199867.075,299800.408,199867.075,0.0,0.0,430889,320394,0.0,0.0,17.93,11.118,21,120,16.17,19.27,0.0,0.0,0.012,0.009,1
midband-drive,107,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,299800.408,499667.075,299800.408,499667.075,0.0,0.0,411774,618481,0.0,0.0,17.973,6.776,10,95,16.49,19.23,0.0,0.0,0.01,0.01,0
midband-drive,107,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,199867.075,399733.742,199867.075,399733.742,0.0,0.0,329850,493966,0.0,0.0,17.996,17.879,13,10,16.7,17.69,0.0,0.0,0.008,0.008,0
midband-drive,107,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,299800.408,199867.075,299800.408,199867.075,0.0,0.0,311404,305042,0.0,0.0,16.332,12.275,74,24,16.0,17.34,0.0,0.0,0.011,0.016,0
midband-drive,107,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,299800.408,499667.075,299800.408,499667.075,0.0,0.0,415899,632231,0.0,0.0,17.895,9.129,7,90,15.77,19.7,0.0,0.0,0.007,0.01,0
midband-drive,107,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,299800.408,399733.742,299800.408,399733.742,0.0,0.0,345737,522306,0.0,0.0,17.387,9.156,0,159,15.12,16.99,0.0,0.0,0.012,0.01,0
midband-drive,107,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,399733.742,699533.742,399733.742,699533.742,0.0,0.0,476218,826065,0.0,0.0,12.936,4.125,35,562,18.55,22.93,0.0,0.0,0.013,0.01,0
midband-drive,107,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,399733.742,599600.408,399733.742,599600.408,0.0,0.0,459843,796818,0.0,0.0,14.744,1.71,2,715,17.14,24.13,0.0,0.0,0.017,0.023,0
midband-drive,107,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,299800.408,499667.075,299800.408,499667.075,0.0,0.0,459995,782562,0.0,0.0,5.904,2.5,77,724,17.61,23.21,0.0,0.0,0.017,0.008,0
midband-drive,107,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,299800.408,599600.408,299800.408,399733.742,0.0,0.0,459274,795996,0.0,199866.666,13.31,1.318,56,680,16.87,23.26,0.0,0.0,0.016,0.0,0
midband-drive,107,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,399733.742,599600.408,399733.742,599600.408,0.0,0.0,447668,756988,0.0,0.0,11.881,1.314,63,608,17.41,22.93,0.0,0.0,0.014,0.016,0
midband-drive,108,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,399733.742,499667.075,399733.742,499667.075,0.0,0.0,449978,568988,0.0,0.0,12.53,10.541,50,63,14.92,27.23,0.0,0.0,0.012,0.009,0
midband-drive,108,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,399733.742,399733.742,399733.742,399733.742,0.0,0.0,438235,514564,0.0,0.0,13.116,15.061,60,91,14.09,29.77,0.0,0.0,0.009,0.01,0
midband-drive,108,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,399733.742,399733.742,399733.742,399733.742,0.0,0.0,436471,474217,0.0,0.0,14.453,7.66,68,168,14.14,28.88,0.0,0.0,0.015,0.01,0
midband-drive,108,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,399733.742,399733.742,399733.742,399733.742,0.0,0.0,456117,490945,0.0,0.0,16.268,9.547,55,110,12.65,29.46,0.0,0.0,0.011,0.013,0
midband-drive,108,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,399733.742,399733.742,399733.742,399733.742,0.0,0.0,421775,535787,0.0,0.0,16.594,11.026,53,238,12.94,28.48,0.0,0.0,0.009,0.011,0
midband-drive,108,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,299800.408,399733.742,299800.408,499667.075,0.0,0.0,434301,547605,0.0,-99933.333,17.656,2.351,0,243,12.44,22.75,0.0,0.0,0.008,0.0,0
midband-drive,108,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,299800.408,499667.075,299800.408,499667.075,0.0,0.0,406476,569943,0.0,0.0,17.603,17.565,43,228,13.5,28.04,0.0,0.0,0.007,0.013,0
midband-drive,108,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,299800.408,299800.408,299800.408,299800.408,0.0,0.0,411648,471162,0.0,0.0,17.866,17.748,0,40,13.45,22.55,0.01,0.0,0.008,0.019,0
midband-drive,108,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,399733.742,299800.408,399733.742,399733.742,0.0,0.0,444309,398842,0.0,-99933.334,16.537,10.476,30,404,14.33,28.16,0.02,0.0,0.008,0.0,1
midband-drive,108,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,399733.742,299800.408,399733.742,299800.408,0.0,0.0,452598,437929,0.0,0.0,16.062,17.387,69,78,13.41,25.85,0.0,0.0,0.01,0.011,1
midband-drive,108,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,299800.408,199867.075,299800.408,199867.075,0.0,0.0,441618,410215,0.0,0.0,17.597,8.246,0,90,13.06,26.08,0.0,0.0,0.01,0.122,1
midband-drive,108,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,299800.408,399733.742,299800.408,399733.742,0.0,0.0,436410,551149,0.0,0.0,17.91,1.816,4,167,12.43,25.26,0.0,0.0,0.008,0.023,0
midband-drive,108,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,199867.075,399733.742,199867.075,399733.742,0.0,0.0,298287,538611,0.0,0.0,12.636,1.689,0,183,16.33,27.26,0.0,0.0,0.009,0.021,0
midband-drive,108,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,299800.408,199867.075,299800.408,199867.075,0.0,0.0,417896,284802,0.0,0.0,17.661,10.722,4,42,16.88,17.7,0.0,0.0,0.014,0.012,1
midband-drive,108,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,299800.408,499667.075,299800.408,499667.075,0.0,0.0,403238,623462,0.0,0.0,17.834,10.346,0,135,15.95,19.96,0.0,0.0,0.022,0.01,0
midband-drive,108,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,199867.075,399733.742,199867.075,399733.742,0.0,0.0,292324,504136,0.0,0.0,17.889,17.758,0,7,16.01,17.71,0.0,0.0,0.008,0.011,0
midband-drive,108,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,299800.408,199867.075,299800.408,199867.075,0.0,0.0,355953,328678,0.0,0.0,17.438,11.865,21,120,16.13,19.26,0.0,0.0,0.008,0.015,1
midband-drive,108,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,299800.408,499667.075,299800.408,499667.075,0.0,0.0,409450,626891,0.0,0.0,17.676,6.874,10,95,16.4,19.35,0.0,0.0,0.01,0.012,0
midband-drive,108,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,299800.408,399733.742,199867.075,399733.742,0.0,0.0,334173,500548,99933.333,0.0,17.648,9.2,13,10,16.56,16.11,0.0,0.0,0.0,0.014,0
midband-drive,108,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,299800.408,199867.075,299800.408,199867.075,0.0,0.0,309955,259390,0.0,0.0,16.114,11.718,74,24,16.0,17.33,0.0,0.0,0.009,0.013,1
midband-drive,108,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,299800.408,499667.075,299800.408,499667.075,0.0,0.0,412860,600603,0.0,0.0,17.746,8.923,7,90,15.81,19.68,0.0,0.0,0.011,0.01,0
midband-drive,108,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,299800.408,399733.742,299800.408,399733.742,0.0,0.0,344506,524499,0.0,0.0,17.323,9.349,0,159,15.18,17.15,0.0,0.0,0.009,0.009,0
midband-drive,108,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,399733.742,699533.742,399733.742,699533.742,0.0,0.0,478422,824828,0.0,0.0,12.985,3.317,35,562,18.47,22.71,0.0,0.0,0.012,0.006,0
midband-drive,108,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,399733.742,599600.408,399733.742,599600.408,0.0,0.0,453168,798006,0.0,0.0,14.552,1.695,2,718,17.03,24.23,0.0,0.0,0.019,0.022,0
midband-drive,108,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,299800.408,499667.075,299800.408,499667.075,0.0,0.0,445136,793295,0.0,0.0,6.154,2.966,77,724,17.63,23.24,0.0,0.0,0.009,0.016,0
midband-drive,108,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,299800.408,599600.408,299800.408,599600.408,0.0,0.0,457276,793863,0.0,0.0,13.67,1.18,56,710,16.85,23.22,0.0,0.0,0.019,0.009,0
midband-drive,108,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,299800.408,599600.408,399733.742,599600.408,0.0,0.0,440020,798001,-99933.334,0.0,11.507,1.432,63,613,17.31,23.22,0.0,0.0,0.0,0.03,0
midband-drive,109,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,399733.742,499667.075,399733.742,499667.075,0.0,0.0,449830,581199,0.0,0.0,12.401,10.467,50,63,14.89,27.23,0.0,0.0,0.013,0.012,0
midband-drive,109,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,399733.742,399733.742,399733.742,399733.742,0.0,0.0,446664,496014,0.0,0.0,13.075,14.957,60,91,14.09,29.81,0.0,0.0,0.008,0.014,0
midband-drive,109,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,399733.742,399733.742,399733.742,399733.742,0.0,0.0,430697,483787,0.0,0.0,14.25,7.663,68,168,14.17,28.88,0.0,0.0,0.008,0.01,0
midband-drive,109,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,399733.742,399733.742,399733.742,399733.742,0.0,0.0,444828,501405,0.0,0.0,16.099,9.548,55,110,12.66,29.55,0.0,0.0,0.011,0.013,0
midband-drive,109,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,399733.742,399733.742,399733.742,399733.742,0.0,0.0,445732,551201,0.0,0.0,16.621,11.166,53,238,13.17,28.63,0.0,0.0,0.009,0.01,0
midband-drive,109,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,299800.408,399733.742,299800.408,399733.742,0.0,0.0,433407,540261,0.0,0.0,17.969,2.435,0,243,12.43,22.89,0.0,0.0,0.007,0.015,0
midband-drive,109,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,299800.408,499667.075,299800.408,499667.075,0.0,0.0,415974,584345,0.0,0.0,17.54,17.538,43,228,13.55,28.07,0.0,0.0,0.007,0.013,0
midband-drive,109,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,299800.408,299800.408,299800.408,299800.408,0.0,0.0,420239,488418,0.0,0.0,17.741,17.995,0,40,13.43,22.56,0.0,0.0,0.005,0.01,0
midband-drive,109,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,399733.742,299800.408,399733.742,299800.408,0.0,0.0,441829,416531,0.0,0.0,16.288,10.758,30,404,14.35,27.92,0.02,0.0,0.011,0.009,1
midband-drive,109,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,399733.742,399733.742,399733.742,299800.408,0.0,0.0,457328,449447,0.0,99933.334,16.093,17.787,69,78,13.4,26.02,0.0,0.0,0.011,0.0,1
midband-drive,109,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,299800.408,199867.075,299800.408,199867.075,0.0,0.0,439596,414638,0.0,0.0,17.761,9.092,0,90,13.06,26.08,0.0,0.0,0.005,0.012,1
midband-drive,109,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,299800.408,299800.408,299800.408,399733.742,0.0,0.0,441163,518710,0.0,-99933.334,17.933,0.927,4,171,12.35,25.52,0.0,0.0,0.009,0.0,0
midband-drive,109,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,199867.075,399733.742,199867.075,399733.742,0.0,0.0,306691,510163,0.0,0.0,13.397,1.618,0,188,16.39,27.67,0.0,0.0,0.011,0.013,0
midband-drive,109,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,299800.408,199867.075,299800.408,199867.075,0.0,0.0,412333,304435,0.0,0.0,17.772,11.53,4,43,16.92,17.7,0.0,0.0,0.016,0.013,1
midband-drive,109,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,299800.408,499667.075,299800.408,499667.075,0.0,0.0,410645,625306,0.0,0.0,17.735,10.382,0,135,16.3,20.09,0.0,0.0,0.007,0.011,0
midband-drive,109,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,199867.075,399733.742,199867.075,399733.742,0.0,0.0,305401,497801,0.0,0.0,17.717,17.747,0,7,15.94,17.82,0.0,0.0,0.01,0.012,0
midband-drive,109,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,299800.408,199867.075,299800.408,199867.075,0.0,0.0,319324,323583,0.0,0.0,17.082,12.314,21,121,16.06,19.22,0.0,0.0,0.013,0.014,1
midband-drive,109,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,299800.408,499667.075,299800.408,499667.075,0.0,0.0,416138,623897,0.0,0.0,17.613,6.848,10,95,16.36,19.37,0.0,0.0,0.008,0.01,0
midband-drive,109,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,299800.408,399733.742,299800.408,399733.742,0.0,0.0,342032,485406,0.0,0.0,17.77,9.106,13,10,16.56,16.3,0.0,0.0,0.011,0.01,0
midband-drive,109,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,299800.408,199867.075,299800.408,199867.075,0.0,0.0,281276,256076,0.0,0.0,15.441,11.763,74,24,15.8,17.06,0.0,0.0,0.012,0.007,1
midband-drive,109,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,299800.408,299800.408,299800.408,499667.075,0.0,0.0,419369,405837,0.0,-199866.667,17.979,7.203,7,90,15.65,19.66,0.0,0.0,0.008,0.0,0
midband-drive,109,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,299800.408,399733.742,299800.408,399733.742,0.0,0.0,349022,538475,0.0,0.0,17.403,9.682,0,159,15.24,17.35,0.0,0.0,0.024,0.012,0
midband-drive,109,mid-band-drive-quic-updated.csv,mid-band-drive-tcp-updated.csv,399733.742,699533.742,399733.742,699533.742,0.0,0.0,472367,836332,0.0,0.0,12.869,3.089,35,562,18.32,22.39,0.0,0.0,0.012,0.006,0
