category,segment-number,filename_quic,filename_tcp,current-bitrate_quic,current-bitrate_tcp,last-bitrate_quic,last-bitrate_tcp,rebuffering_quic,rebuffering_tcp,throughput_quic,throughput_tcp,bitrate-variation_quic,bitrate-variation_tcp,buffer-length_quic,buffer-length_tcp,dropped-frames_quic,dropped-frames_tcp,cpu-pressure_quic,cpu-pressure_tcp,memory-pressure_quic,memory-pressure_tcp,latency_quic,latency_tcp,Best
midband-walk,98,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,131727,116303,0.0,0.0,17.575,17.447,0,11,7.91,9.81,0.0,0.0,0.011,0.035,1
midband-walk,98,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,130354,132131,0.0,0.0,17.992,17.382,0,0,6.53,9.8,0.0,0.0,0.012,0.013,0
midband-walk,98,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,79946.895,99933.667,79946.895,0.0,0.0,116276,107590,0.0,0.0,17.893,17.781,0,0,6.87,8.46,0.0,0.0,0.013,0.016,1
midband-walk,98,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,97903,102568,0.0,0.0,16.078,17.253,0,10,7.78,9.44,0.0,0.0,0.012,0.03,1
midband-walk,98,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,40019.251,99933.667,40019.251,0.0,0.0,141771,107675,0.0,0.0,17.562,17.597,0,0,8.74,12.7,0.0,0.0,0.009,0.016,1
midband-walk,98,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,40019.251,99933.667,0.0,0.0,116623,131451,59914.416,0.0,17.543,17.642,0,0,6.47,12.3,0.0,0.0,0.0,0.021,0
midband-walk,98,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,40019.251,99933.667,40019.251,0.0,0.0,125606,118039,0.0,0.0,17.755,17.913,0,0,9.33,10.78,0.0,0.0,0.008,0.171,1
midband-walk,98,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,79946.895,0.0,0.0,170119,111741,0.0,19986.772,17.513,17.613,18,0,7.99,10.0,0.0,0.0,0.028,0.0,1
midband-walk,98,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,40019.251,99933.667,40019.251,0.0,0.0,114939,80766,0.0,0.0,17.756,17.679,14,0,8.33,11.06,0.0,0.0,0.011,0.01,1
midband-walk,99,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,126943,120664,0.0,0.0,17.656,17.975,0,0,7.46,12.66,0.0,0.0,0.01,0.022,1
midband-walk,99,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,112082,132237,0.0,0.0,17.351,17.684,0,0,8.02,12.01,0.0,0.0,0.008,0.029,0
midband-walk,99,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,130944,123254,0.0,0.0,17.724,17.803,0,11,7.84,10.05,0.0,0.0,0.01,0.033,1
midband-walk,99,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,137421,137396,0.0,0.0,17.839,17.585,0,0,6.72,9.8,0.0,0.0,0.011,0.011,0
midband-walk,99,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,79946.895,99933.667,79946.895,0.0,0.0,96226,107608,0.0,0.0,17.307,17.652,0,0,6.94,8.41,0.0,0.0,0.015,0.011,0
midband-walk,99,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,112253,110970,0.0,0.0,16.863,17.609,0,10,7.82,9.62,0.0,0.0,0.011,0.013,1
midband-walk,99,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,79946.895,99933.667,40019.251,0.0,0.0,144656,105705,0.0,39927.644,17.996,17.818,0,0,8.74,12.58,0.0,0.0,0.057,0.0,1
midband-walk,99,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,117028,130201,0.0,0.0,17.743,17.827,0,0,6.46,12.26,0.0,0.0,0.012,0.014,0
midband-walk,99,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,40019.251,99933.667,40019.251,0.0,0.0,129843,122227,0.0,0.0,17.864,17.794,0,0,9.28,10.88,0.0,0.0,0.007,0.026,1
midband-walk,99,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,168999,107919,0.0,0.0,17.644,17.289,18,0,7.92,9.93,0.0,0.0,0.03,0.019,1
midband-walk,99,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,40019.251,99933.667,40019.251,0.0,0.0,122210,83180,0.0,0.0,17.656,17.554,14,0,8.38,11.0,0.0,0.0,0.007,0.015,1
midband-walk,100,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,131464,126419,0.0,0.0,17.766,17.744,0,0,7.44,12.77,0.0,0.0,0.012,0.019,0
midband-walk,100,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,110987,127738,0.0,0.0,17.368,17.952,0,0,8.05,12.01,0.0,0.0,0.013,0.027,0
midband-walk,100,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,135575,128581,0.0,0.0,17.856,17.865,0,11,7.88,10.14,0.0,0.0,0.009,0.011,1
midband-walk,100,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,106615,128898,0.0,0.0,17.084,17.522,0,0,6.86,9.97,0.0,0.0,0.007,0.012,0
midband-walk,100,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,79946.895,99933.667,79946.895,0.0,0.0,94009,110330,0.0,0.0,17.068,17.761,0,0,6.91,8.37,0.0,0.0,0.012,0.015,0
midband-walk,100,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,121879,118714,0.0,0.0,17.652,17.762,0,10,7.82,9.76,0.0,0.0,0.011,0.016,1
midband-walk,100,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,79946.895,0.0,0.0,140373,112906,0.0,19986.772,17.531,17.537,0,0,8.66,12.62,0.0,0.0,0.011,0.0,1
midband-walk,100,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,124690,134017,0.0,0.0,17.557,17.892,0,0,6.57,12.35,0.0,0.0,0.016,0.019,0
midband-walk,100,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,40019.251,99933.667,40019.251,0.0,0.0,75856,125342,0.0,0.0,15.867,17.671,0,0,9.03,10.79,0.0,0.0,0.01,0.01,0
midband-walk,100,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,169172,113852,0.0,0.0,17.513,17.74,18,0,7.96,10.03,0.0,0.0,0.012,0.023,1
midband-walk,100,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,40019.251,99933.667,40019.251,0.0,0.0,128194,85158,0.0,0.0,17.679,17.945,14,0,8.4,10.87,0.0,0.0,0.01,0.013,1
midband-walk,101,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,137304,131052,0.0,0.0,17.64,17.869,0,0,7.46,12.71,0.0,0.0,0.006,0.019,0
midband-walk,101,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,126827,121744,0.0,0.0,17.686,17.704,0,0,8.02,12.01,0.0,0.0,0.016,0.019,0
midband-walk,101,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,137773,129896,0.0,0.0,17.929,17.677,0,11,7.89,10.2,0.0,0.0,0.009,0.019,1
midband-walk,101,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,89907,133764,0.0,0.0,16.461,17.607,0,0,6.87,9.97,0.0,0.0,0.01,0.02,0
midband-walk,101,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,79946.895,0.0,0.0,110061,111968,0.0,19986.772,17.551,17.63,0,0,6.94,8.32,0.0,0.0,0.011,0.0,1
midband-walk,101,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,118085,127490,0.0,0.0,17.62,17.527,0,10,7.89,9.9,0.0,0.0,0.013,0.014,0
midband-walk,101,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,132538,108826,0.0,0.0,17.545,17.298,0,0,8.57,12.54,0.0,0.0,0.028,0.017,1
midband-walk,101,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,114889,123318,0.0,0.0,17.3,17.831,0,0,6.55,12.34,0.0,0.0,0.009,0.012,0
midband-walk,101,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,40019.251,99933.667,40019.251,0.0,0.0,96419,127019,0.0,0.0,16.169,17.808,0,0,8.97,10.69,0.0,0.0,0.012,0.014,0
midband-walk,101,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,171024,120414,0.0,0.0,17.654,17.918,18,0,7.86,10.03,0.0,0.0,0.018,0.016,1
midband-walk,101,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,40019.251,99933.667,40019.251,0.0,0.0,131757,82774,0.0,0.0,17.891,17.538,14,0,8.36,10.9,0.0,0.0,0.009,0.014,1
midband-walk,102,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,142882,136843,0.0,0.0,17.781,17.478,0,0,7.41,12.72,0.0,0.0,0.007,0.008,0
midband-walk,102,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,115648,111236,0.0,0.0,17.531,17.443,0,0,8.01,12.01,0.0,0.0,0.005,0.012,0
midband-walk,102,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,135026,129433,0.0,0.0,17.872,17.88,0,11,7.89,10.2,0.0,0.0,0.007,0.013,1
midband-walk,102,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,86099,129047,0.0,0.0,15.917,17.745,0,0,6.93,10.17,0.0,0.0,0.013,0.016,0
midband-walk,102,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,114221,117838,0.0,0.0,17.899,17.621,0,0,7.07,8.46,0.0,0.0,0.013,0.056,0
midband-walk,102,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,121129,126427,0.0,0.0,17.621,17.61,0,10,7.99,9.97,0.0,0.0,0.013,0.009,1
midband-walk,102,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,132113,113277,0.0,0.0,17.948,17.642,0,0,8.55,12.58,0.0,0.0,0.011,0.013,1
midband-walk,102,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,121248,117921,0.0,0.0,17.737,17.907,0,0,6.53,12.39,0.0,0.0,0.013,0.012,0
midband-walk,102,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,40019.251,99933.667,40019.251,0.0,0.0,104359,127450,0.0,0.0,16.252,17.935,0,0,8.97,10.57,0.0,0.0,0.013,0.013,0
midband-walk,102,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,170541,120592,0.0,0.0,17.888,17.53,18,0,7.9,10.1,0.0,0.0,0.011,0.014,1
midband-walk,102,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,40019.251,99933.667,40019.251,0.0,0.0,134314,79799,0.0,0.0,17.5,17.944,14,0,8.57,10.74,0.0,0.0,0.008,0.009,1
midband-walk,103,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,147735,143436,0.0,0.0,17.656,17.619,0,0,7.46,12.73,0.0,0.0,0.009,0.014,0
midband-walk,103,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,106926,111044,0.0,0.0,17.368,17.53,0,0,8.01,12.43,0.0,0.0,0.098,0.021,0
midband-walk,103,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,132335,134224,0.0,0.0,17.958,17.537,0,11,7.89,10.32,0.0,0.0,0.014,0.019,1
midband-walk,103,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,91921,94701,0.0,0.0,15.792,16.733,0,0,7.0,10.19,0.0,0.0,0.015,0.017,0
midband-walk,103,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,121549,124637,0.0,0.0,17.647,17.761,0,0,7.17,8.55,0.0,0.0,0.015,0.009,0
midband-walk,103,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,129057,126068,0.0,0.0,17.793,17.827,0,10,7.99,10.14,0.0,0.0,0.007,0.014,1
midband-walk,103,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,135544,115863,0.0,0.0,17.921,17.909,0,0,8.57,12.6,0.0,0.0,0.009,0.014,1
midband-walk,103,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,129833,120637,0.0,0.0,17.697,17.782,0,0,6.58,12.51,0.0,0.0,0.009,0.024,1
midband-walk,103,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,40019.251,0.0,0.0,112965,129401,0.0,59914.416,16.765,17.261,0,0,8.97,10.42,0.0,0.0,0.023,0.0,0
midband-walk,103,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,161959,113651,0.0,0.0,17.919,17.393,18,0,7.93,10.13,0.0,0.0,0.01,0.014,1
midband-walk,103,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,40019.251,99933.667,99933.667,0.0,0.0,136846,100281,0.0,-59914.416,17.824,16.41,14,0,8.56,10.13,0.0,0.0,0.006,0.0,1
midband-walk,104,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,153985,148694,0.0,0.0,17.531,17.494,0,0,7.45,12.77,0.0,0.0,0.01,0.016,0
midband-walk,104,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,105078,126093,0.0,0.0,17.296,17.828,0,0,8.01,12.49,0.0,0.0,0.006,0.022,0
midband-walk,104,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,134952,132715,0.0,0.0,17.59,17.774,0,11,7.96,10.32,0.0,0.0,0.013,0.017,1
midband-walk,104,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,107574,89189,0.0,0.0,16.186,16.174,0,0,7.0,10.22,0.0,0.0,0.021,0.018,1
midband-walk,104,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,124662,129572,0.0,0.0,17.994,17.825,0,0,7.16,8.69,0.0,0.0,0.008,0.01,0
midband-walk,104,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,121946,128478,0.0,0.0,17.636,17.824,0,10,7.96,10.26,0.0,0.0,0.041,0.02,0
midband-walk,104,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,122884,115039,0.0,0.0,17.95,17.946,0,0,8.55,12.45,0.0,0.0,0.012,0.016,1
midband-walk,104,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,133328,109632,0.0,0.0,17.836,17.52,0,0,6.5,12.46,0.0,0.0,0.009,0.012,1
midband-walk,104,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,117892,128620,0.0,0.0,17.289,17.579,0,0,9.3,10.34,0.0,0.0,0.013,0.018,0
midband-walk,104,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,40019.251,99933.667,40019.251,0.0,0.0,148486,102181,0.0,0.0,17.731,17.414,18,0,8.07,10.25,0.0,0.0,0.006,0.145,1
midband-walk,104,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,40019.251,99933.667,40019.251,0.0,0.0,140928,81967,0.0,0.0,17.782,17.553,14,0,8.52,10.7,0.0,0.0,0.011,0.015,1
midband-walk,105,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,149946,154071,0.0,0.0,17.406,17.634,0,0,7.43,12.84,0.0,0.0,0.01,0.013,0
midband-walk,105,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,118111,115439,0.0,0.0,17.837,17.505,0,0,8.01,12.4,0.0,0.0,0.009,0.013,0
midband-walk,105,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,133235,132014,0.0,0.0,17.806,17.755,0,11,7.9,10.4,0.0,0.0,0.007,0.02,1
midband-walk,105,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,114911,89514,0.0,0.0,16.81,15.86,0,0,7.07,10.21,0.0,0.0,0.015,0.013,1
midband-walk,105,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,123878,133236,0.0,0.0,17.928,17.855,0,0,7.19,8.7,0.0,0.0,0.009,0.012,0
midband-walk,105,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,125185,126434,0.0,0.0,17.793,17.972,0,10,7.96,10.32,0.0,0.0,0.042,0.01,1
midband-walk,105,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,119558,119273,0.0,0.0,17.672,17.924,0,0,8.53,12.37,0.0,0.0,0.013,0.025,0
midband-walk,105,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,134577,119631,0.0,0.0,17.697,17.843,0,0,6.38,12.51,0.0,0.0,0.006,0.038,1
midband-walk,105,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,123169,132182,0.0,0.0,17.822,17.622,0,0,9.3,10.53,0.0,0.0,0.015,0.011,0
midband-walk,105,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,40019.251,99933.667,40019.251,0.0,0.0,138804,111831,0.0,0.0,17.926,17.855,18,0,8.06,10.25,0.0,0.0,0.01,0.012,1
midband-walk,105,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,40019.251,99933.667,40019.251,0.0,0.0,144866,84977,0.0,0.0,17.622,17.632,14,0,8.47,10.51,0.0,0.0,0.007,0.008,1
midband-walk,106,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,143470,149174,0.0,0.0,17.58,17.917,0,0,7.42,13.04,0.0,0.0,0.01,0.011,0
midband-walk,106,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,116966,107155,0.0,0.0,17.983,17.4,0,0,8.24,12.42,0.0,0.0,0.012,0.02,1
midband-walk,106,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,140377,128810,0.0,0.0,17.793,17.864,0,11,8.0,10.4,0.0,0.0,0.015,0.018,1
midband-walk,106,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,114047,98551,0.0,0.0,16.854,15.822,0,0,7.2,10.27,0.0,0.0,0.011,0.042,1
midband-walk,106,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,124497,101948,0.0,0.0,17.803,16.799,0,0,7.15,8.68,0.0,0.0,0.009,0.017,1
midband-walk,106,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,124753,117490,0.0,0.0,17.841,17.904,0,10,7.96,10.44,0.0,0.0,0.007,0.018,1
midband-walk,106,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,106704,122488,0.0,0.0,17.312,17.486,0,0,8.51,12.19,0.0,0.0,0.008,0.013,0
midband-walk,106,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,136779,116759,0.0,0.0,17.837,17.845,0,0,6.44,12.56,0.0,0.0,0.009,0.014,1
midband-walk,106,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,125996,135280,0.0,0.0,17.88,17.763,0,0,9.29,10.61,0.0,0.0,0.016,0.015,0
midband-walk,106,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,40019.251,99933.667,40019.251,0.0,0.0,121557,114496,0.0,0.0,17.863,17.668,18,0,8.1,10.3,0.0,0.0,0.01,0.015,1
midband-walk,106,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,40019.251,99933.667,40019.251,0.0,0.0,144854,87123,0.0,0.0,17.781,17.505,14,0,8.46,10.3,0.0,0.0,0.012,0.013,1
midband-walk,107,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,129503,141318,0.0,0.0,17.712,17.884,0,0,7.41,13.08,0.0,0.0,0.01,0.02,0
midband-walk,107,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,121013,105679,0.0,0.0,17.936,17.327,0,0,8.27,12.44,0.0,0.0,0.024,0.018,1
midband-walk,107,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,137361,133842,0.0,0.0,17.952,17.49,0,11,7.97,10.54,0.0,0.0,0.008,0.096,1
midband-walk,107,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,116784,109724,0.0,0.0,17.22,16.242,0,0,7.26,10.33,0.0,0.0,0.056,0.023,1
midband-walk,107,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,128061,122229,0.0,0.0,17.644,17.471,0,0,7.18,8.68,0.0,0.0,0.006,0.015,0
midband-walk,107,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,120993,124371,0.0,0.0,17.938,17.84,0,10,7.96,10.56,0.0,0.0,0.014,0.018,1
midband-walk,107,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,109342,122195,0.0,0.0,17.368,17.576,0,0,8.53,12.02,0.0,0.0,0.015,0.019,0
midband-walk,107,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,134156,120794,0.0,0.0,17.712,17.797,0,0,6.42,13.2,0.0,0.0,0.007,0.026,1
midband-walk,107,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,129619,138123,0.0,0.0,17.88,17.887,0,0,9.28,10.66,0.0,0.0,0.007,0.019,0
midband-walk,107,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,40019.251,99933.667,40019.251,0.0,0.0,129092,118062,0.0,0.0,17.766,17.807,18,0,8.12,10.19,0.0,0.0,0.009,0.011,1
midband-walk,107,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,40019.251,99933.667,40019.251,0.0,0.0,131349,86807,0.0,0.0,17.569,17.646,14,0,8.38,10.12,0.0,0.0,0.007,0.014,1
midband-walk,108,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,139424,129869,0.0,0.0,17.546,17.843,0,0,7.52,13.01,0.0,0.0,0.008,0.011,1
midband-walk,108,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,119057,118315,0.0,0.0,17.963,17.785,0,0,8.22,12.49,0.0,0.0,0.008,0.043,0
midband-walk,108,mid-band-walk-quic-updated.csv,mid-band-walk-tcp-updated.csv,99933.667,99933.667,99933.667,99933.667,0.0,0.0,132853,133612,0.0,0.0,17.731,17.782,0,11,8.03,10.58,0.0,0.0,0.011,0.011,1
